customer_id,gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges,churn,tenure_group,avg_monthly_spend,revenue
0139-ivfjg,female,0,yes,no,2,yes,no,fiber optic,yes,yes,no,no,yes,no,month-to-month,no,electronic check,90.35,190.5,no,0-6,63.5,90.35
6683-vlctz,male,1,no,no,20,yes,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,yes,electronic check,98.55,1842.8,yes,12-24,87.75238095238095,98.55
5730-dbdsi,male,0,no,no,66,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,bank transfer (automatic),19.7,1253.8,no,48+,18.713432835820896,19.7
0030-fnxpp,female,0,no,no,3,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,19.85,57.2,no,0-6,14.3,19.85
2189-wwoew,female,0,no,yes,15,yes,no,fiber optic,no,yes,no,no,no,yes,month-to-month,yes,bank transfer (automatic),85.9,1269.55,yes,12-24,79.346875,85.9
5684-fjvyr,female,0,yes,yes,72,yes,yes,fiber optic,yes,yes,no,yes,no,no,two year,yes,bank transfer (automatic),90.35,6563.4,no,48+,89.90958904109588,90.35
4013-guxnd,male,0,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,20.8,20.8,no,0-6,10.4,20.8
1894-igfsg,female,0,no,no,22,yes,no,fiber optic,no,no,no,no,yes,yes,month-to-month,no,electronic check,89.25,1907.85,yes,12-24,82.95,89.25
7379-pokdz,male,0,yes,no,3,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,70.3,208.85,yes,0-6,52.2125,70.3
1266-nzyui,female,0,yes,yes,72,yes,yes,dsl,yes,no,yes,yes,no,no,two year,no,bank transfer (automatic),66.85,4758.8,no,48+,65.18904109589042,66.85
7969-ffowg,male,0,yes,yes,65,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,19.9,1292.6,no,48+,19.584848484848482,19.9
4718-dhsmv,female,0,no,no,11,no,no phone service,dsl,no,no,no,no,yes,no,month-to-month,yes,mailed check,35.8,363.15,no,6-12,30.2625,35.8
5175-wlyxl,male,0,no,no,22,yes,yes,fiber optic,no,yes,no,no,no,no,month-to-month,yes,mailed check,78.85,1600.25,no,12-24,69.57608695652173,78.85
7817-omjna,male,0,no,no,14,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,bank transfer (automatic),20.4,275.7,no,12-24,18.38,20.4
8728-skjlr,male,0,no,no,41,yes,no,fiber optic,no,no,no,yes,no,no,month-to-month,yes,electronic check,74.25,3089.1,no,24-48,73.55,74.25
3137-nyqqi,male,0,yes,no,17,yes,no,dsl,yes,yes,no,no,no,yes,one year,no,mailed check,64.8,1175.6,no,12-24,65.3111111111111,64.8
7706-dznkk,male,0,no,no,11,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,credit card (automatic),20.45,237.3,no,6-12,19.775000000000002,20.45
0236-hfwsv,male,0,no,no,15,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,93.35,1444.65,yes,12-24,90.290625,93.35
3900-aqphz,female,0,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,19.9,19.9,yes,0-6,9.95,19.9
5842-pocop,female,0,yes,no,5,yes,no,fiber optic,yes,no,yes,no,no,yes,month-to-month,yes,mailed check,88.9,454.15,yes,0-6,75.69166666666666,88.9
2037-xjfup,male,0,yes,no,33,yes,no,fiber optic,no,no,yes,no,yes,yes,one year,yes,electronic check,95.8,3036.75,yes,24-48,89.31617647058823,95.8
8823-rlpwl,female,0,yes,no,72,yes,yes,fiber optic,yes,yes,yes,no,yes,yes,two year,yes,credit card (automatic),110.65,8065.65,no,48+,110.48835616438356,110.65
9505-sqfsw,female,0,yes,yes,3,no,no phone service,dsl,no,yes,no,no,no,yes,month-to-month,no,mailed check,40.3,92.5,no,0-6,23.125,40.3
7314-oxenn,male,0,no,no,2,yes,yes,fiber optic,no,yes,no,no,no,no,month-to-month,yes,electronic check,82.0,184.65,yes,0-6,61.550000000000004,82.0
3758-ckoql,female,0,yes,no,59,yes,yes,fiber optic,yes,yes,yes,yes,no,yes,one year,yes,credit card (automatic),107.0,6152.3,no,48+,102.53833333333334,107.0
0322-chqru,male,0,no,no,2,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,electronic check,45.35,89.5,yes,0-6,29.833333333333332,45.35
5676-cflyy,male,0,yes,yes,71,yes,no,dsl,no,yes,no,yes,yes,yes,two year,yes,credit card (automatic),73.35,5154.5,no,48+,71.59027777777777,73.35
7521-afhab,female,0,yes,yes,5,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,mailed check,44.8,220.45,no,0-6,36.74166666666667,44.8
0285-inhln,male,0,yes,yes,27,yes,no,dsl,yes,yes,no,no,no,no,month-to-month,yes,credit card (automatic),54.75,1510.3,no,24-48,53.93928571428571,54.75
4678-dvqeo,female,0,no,no,1,yes,no,dsl,no,no,no,yes,no,no,month-to-month,yes,electronic check,52.2,52.2,yes,0-6,26.1,52.2
5125-cndsp,male,0,no,yes,63,no,no phone service,dsl,yes,yes,no,yes,no,no,one year,yes,bank transfer (automatic),40.6,2588.95,no,48+,40.45234375,40.6
0691-ifbqw,female,1,no,no,46,yes,yes,fiber optic,yes,yes,yes,no,yes,yes,one year,yes,electronic check,110.0,4874.8,yes,24-48,103.71914893617021,110.0
4992-ltjne,male,0,yes,yes,72,yes,yes,dsl,yes,no,no,no,no,no,two year,no,bank transfer (automatic),55.3,3983.6,no,48+,54.56986301369863,55.3
2202-outmo,female,0,yes,no,34,yes,yes,dsl,yes,no,no,yes,no,no,month-to-month,yes,bank transfer (automatic),60.85,2003.6,no,24-48,57.245714285714286,60.85
0810-bdhaw,female,0,yes,yes,24,yes,yes,dsl,yes,yes,no,no,yes,yes,one year,no,electronic check,78.4,1832.4,no,12-24,73.296,78.4
0229-lfjaf,male,0,no,no,72,yes,yes,dsl,yes,yes,yes,yes,no,no,two year,no,bank transfer (automatic),69.65,4908.25,no,48+,67.23630136986301,69.65
7131-zqznk,female,0,yes,yes,60,no,no phone service,dsl,yes,no,yes,yes,yes,yes,two year,no,credit card (automatic),59.85,3590.2,no,48+,58.85573770491803,59.85
3442-zhhcc,male,0,no,no,68,yes,yes,dsl,yes,yes,yes,no,no,yes,one year,yes,credit card (automatic),76.9,5023.0,no,48+,72.79710144927536,76.9
5726-cvnya,female,0,yes,yes,8,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,mailed check,19.85,146.6,no,6-12,16.288888888888888,19.85
9871-eleya,female,0,no,yes,34,yes,no,dsl,yes,no,yes,yes,yes,no,two year,no,credit card (automatic),67.65,2339.3,no,24-48,66.83714285714287,67.65
4257-gaesd,female,0,no,no,6,no,no phone service,dsl,no,no,no,no,yes,yes,month-to-month,no,credit card (automatic),45.0,298.7,no,0-6,42.67142857142857,45.0
5173-wxoqv,male,0,yes,no,2,yes,no,dsl,no,yes,no,yes,no,yes,month-to-month,yes,mailed check,64.2,143.65,no,0-6,47.88333333333333,64.2
2040-obmlj,male,0,no,no,31,yes,yes,fiber optic,no,no,no,yes,no,no,one year,no,credit card (automatic),81.7,2548.65,no,24-48,79.6453125,81.7
6286-zhaok,female,0,yes,yes,20,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,bank transfer (automatic),25.55,507.4,no,12-24,24.16190476190476,25.55
3807-xhcjh,female,0,yes,yes,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,electronic check,20.0,20.0,no,0-6,10.0,20.0
3009-jwmpu,male,0,no,no,62,yes,yes,fiber optic,no,no,yes,no,yes,yes,one year,yes,electronic check,96.75,6125.4,yes,48+,97.22857142857143,96.75
5671-rqrlp,female,1,yes,no,70,yes,yes,fiber optic,no,no,no,no,no,no,two year,yes,credit card (automatic),75.65,5411.4,no,48+,76.2169014084507,75.65
1450-galxr,female,0,no,no,10,yes,yes,fiber optic,no,no,no,yes,yes,yes,month-to-month,yes,electronic check,98.5,1058.25,yes,6-12,96.20454545454545,98.5
8859-axjzp,male,0,yes,yes,39,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,mailed check,23.8,903.8,no,24-48,22.595,23.8
3174-akmas,female,0,yes,no,46,yes,no,dsl,no,yes,no,yes,yes,no,two year,yes,credit card (automatic),64.2,3009.5,no,24-48,64.03191489361703,64.2
3138-bkyav,male,0,no,no,6,yes,no,fiber optic,no,yes,no,no,yes,no,month-to-month,yes,electronic check,85.35,489.45,yes,0-6,69.92142857142856,85.35
9926-pjhdq,female,0,yes,yes,72,yes,yes,dsl,no,no,yes,no,yes,yes,two year,yes,bank transfer (automatic),76.8,5468.45,no,48+,74.91027397260274,76.8
7382-dfjtu,male,0,no,no,18,yes,no,dsl,no,no,yes,yes,no,no,month-to-month,no,credit card (automatic),55.2,1058.1,no,12-24,55.68947368421052,55.2
2798-nylmz,male,0,yes,no,71,yes,yes,fiber optic,yes,no,yes,yes,yes,yes,two year,yes,credit card (automatic),108.55,7616.0,no,48+,105.77777777777777,108.55
4289-dtdkw,male,0,yes,no,40,yes,yes,fiber optic,no,yes,no,no,yes,yes,month-to-month,yes,electronic check,101.3,4113.1,yes,24-48,100.31951219512196,101.3
1820-tqvev,male,0,no,no,1,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,69.55,69.55,yes,0-6,34.775,69.55
2239-jalaw,male,0,no,no,58,yes,yes,fiber optic,no,yes,yes,no,yes,yes,one year,yes,bank transfer (automatic),103.25,6017.65,yes,48+,101.99406779661017,103.25
4853-rulsv,male,0,no,no,70,yes,yes,fiber optic,yes,no,no,yes,yes,yes,two year,yes,credit card (automatic),104.0,7250.15,yes,48+,102.11478873239436,104.0
8098-tdcbu,female,0,yes,no,42,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,electronic check,25.25,1108.2,no,24-48,25.772093023255817,25.25
3551-gaegl,male,0,yes,yes,34,no,no phone service,dsl,yes,no,no,no,no,no,one year,no,bank transfer (automatic),30.4,938.65,no,24-48,26.818571428571428,30.4
4785-nkhcx,male,1,no,no,5,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,bank transfer (automatic),20.05,94.15,no,0-6,15.691666666666668,20.05
3196-nvxlz,female,0,no,no,25,yes,yes,fiber optic,no,no,no,no,yes,no,month-to-month,yes,mailed check,84.6,2088.05,no,24-48,80.3096153846154,84.6
6275-yduvo,female,0,no,no,2,yes,no,fiber optic,no,no,yes,no,no,yes,month-to-month,yes,mailed check,86.2,178.7,yes,0-6,59.56666666666666,86.2
0036-ihmot,female,0,yes,yes,55,yes,no,fiber optic,no,yes,yes,yes,yes,yes,one year,yes,bank transfer (automatic),103.7,5656.75,no,48+,101.01339285714286,103.7
0115-tfert,male,0,yes,no,21,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,month-to-month,yes,electronic check,111.2,2317.1,yes,12-24,105.32272727272726,111.2
4178-egmon,male,0,yes,no,70,yes,yes,fiber optic,yes,yes,no,yes,no,no,two year,yes,credit card (automatic),88.0,5986.45,no,48+,84.3161971830986,88.0
4220-tinqt,female,0,yes,no,61,yes,yes,fiber optic,no,no,yes,yes,yes,yes,month-to-month,yes,electronic check,106.35,6751.35,no,48+,108.89274193548388,106.35
5318-ykdpv,male,0,yes,yes,43,yes,no,dsl,yes,no,yes,yes,yes,yes,two year,yes,credit card (automatic),79.15,3566.6,no,24-48,81.05909090909091,79.15
7975-tzmlr,male,0,no,no,47,yes,yes,fiber optic,no,yes,yes,no,yes,yes,one year,yes,electronic check,103.1,4889.3,no,24-48,101.86041666666667,103.1
0295-qvkpb,male,0,no,no,5,yes,no,dsl,no,no,yes,yes,yes,no,month-to-month,yes,credit card (automatic),63.95,318.1,no,0-6,53.01666666666667,63.95
4335-bsmjs,female,0,no,no,62,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,credit card (automatic),25.8,1563.95,no,48+,24.824603174603176,25.8
2311-qymuq,female,0,yes,yes,16,yes,no,fiber optic,no,yes,yes,no,yes,no,month-to-month,yes,credit card (automatic),89.45,1430.25,yes,12-24,84.13235294117646,89.45
3643-ahcfp,male,1,yes,no,7,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,bank transfer (automatic),95.6,644.35,yes,6-12,80.54375,95.6
9146-jriox,female,0,yes,yes,14,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,25.55,372.45,no,12-24,24.83,25.55
3104-owcgk,male,0,yes,yes,60,yes,no,fiber optic,no,yes,yes,no,yes,no,one year,no,electronic check,90.95,5453.4,yes,48+,89.39999999999999,90.95
5337-iiwkz,male,0,yes,yes,34,no,no phone service,dsl,no,no,yes,yes,yes,no,month-to-month,yes,electronic check,44.85,1442.6,no,24-48,41.21714285714285,44.85
9101-bwfss,female,0,yes,no,50,yes,yes,fiber optic,yes,yes,no,yes,yes,yes,one year,no,electronic check,108.55,5610.7,yes,48+,110.01372549019608,108.55
9650-vbuog,male,0,yes,yes,38,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),25.05,963.95,no,24-48,24.71666666666667,25.05
3487-earat,female,0,yes,yes,70,yes,no,dsl,yes,yes,yes,yes,no,yes,one year,no,credit card (automatic),74.1,5222.3,no,48+,73.55352112676057,74.1
2672-tgeff,female,0,yes,yes,37,yes,yes,fiber optic,no,yes,no,no,yes,no,month-to-month,yes,electronic check,88.8,3340.55,no,24-48,87.90921052631579,88.8
9231-zjyam,female,1,no,no,4,yes,no,fiber optic,no,no,no,no,yes,no,month-to-month,yes,electronic check,78.85,292.8,yes,0-6,58.56,78.85
4250-waroz,male,1,yes,yes,60,yes,yes,fiber optic,yes,yes,no,no,no,yes,month-to-month,yes,electronic check,93.25,5774.55,no,48+,94.66475409836066,93.25
8184-wmofi,male,0,yes,yes,62,yes,no,dsl,yes,no,yes,yes,no,yes,one year,no,credit card (automatic),71.4,4487.3,no,48+,71.22698412698414,71.4
6982-sshfk,male,0,no,no,1,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,mailed check,44.4,44.4,yes,0-6,22.2,44.4
6092-qzvpp,male,0,no,no,36,yes,no,dsl,yes,no,yes,yes,yes,yes,month-to-month,yes,credit card (automatic),79.2,2854.95,no,24-48,77.1608108108108,79.2
4625-lamob,male,0,no,no,44,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),20.4,905.55,no,24-48,20.12333333333333,20.4
0727-bmplr,female,1,no,no,55,yes,yes,fiber optic,no,no,yes,no,yes,yes,one year,yes,electronic check,100.0,5509.3,yes,48+,98.38035714285715,100.0
0392-bziuw,female,0,yes,no,72,yes,yes,fiber optic,yes,no,yes,no,yes,yes,two year,yes,credit card (automatic),105.0,7589.8,no,48+,103.96986301369863,105.0
1038-zagbi,female,0,yes,yes,12,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,bank transfer (automatic),19.8,229.6,yes,6-12,17.661538461538463,19.8
6549-nndyt,female,0,no,no,13,no,no phone service,dsl,yes,no,no,no,no,no,month-to-month,yes,bank transfer (automatic),30.85,394.1,no,12-24,28.150000000000002,30.85
3027-ztdho,male,0,no,no,1,yes,no,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,89.9,89.9,yes,0-6,44.95,89.9
0422-ohqhq,female,0,yes,yes,15,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,20.55,295.95,no,12-24,18.496875,20.55
6916-hijse,female,0,no,no,65,yes,no,dsl,yes,yes,yes,yes,yes,yes,two year,yes,bank transfer (automatic),84.85,5459.2,no,48+,82.71515151515152,84.85
2316-esmls,female,0,yes,yes,12,no,no phone service,dsl,yes,no,no,yes,no,no,one year,no,credit card (automatic),33.15,444.75,no,6-12,34.21153846153846,33.15
9778-ogkqz,male,0,yes,no,72,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,yes,credit card (automatic),92.0,6782.15,no,48+,92.90616438356165,92.0
7408-ofwxj,female,0,yes,yes,72,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,no,credit card (automatic),89.8,6510.45,no,48+,89.18424657534246,89.8
6007-tctst,female,0,yes,yes,72,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,yes,bank transfer (automatic),115.8,8476.5,no,48+,116.11643835616438,115.8
2252-nknsi,male,0,no,yes,52,yes,yes,dsl,yes,yes,no,yes,yes,yes,two year,yes,mailed check,85.15,4461.85,no,48+,84.18584905660379,85.15
8713-igzso,male,0,no,no,2,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,24.85,62.0,no,0-6,20.666666666666668,24.85
7905-tvxta,female,0,no,no,5,yes,no,dsl,yes,no,no,yes,yes,no,month-to-month,yes,electronic check,64.35,352.65,no,0-6,58.775,64.35
7695-pklcz,female,0,no,no,68,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),20.5,1424.9,no,48+,20.65072463768116,20.5
2382-bckqj,female,0,no,yes,62,yes,yes,fiber optic,no,no,yes,no,yes,yes,one year,yes,electronic check,100.15,6413.65,yes,48+,101.80396825396825,100.15
8374-uulrv,male,0,no,no,72,yes,yes,dsl,yes,yes,no,yes,yes,yes,two year,no,credit card (automatic),86.05,6309.65,no,48+,86.43356164383562,86.05
2207-nhrjk,male,0,no,no,1,yes,no,dsl,no,yes,no,no,no,no,month-to-month,no,electronic check,50.8,50.8,yes,0-6,25.4,50.8
3224-dfqnq,female,0,yes,no,66,yes,yes,fiber optic,yes,yes,no,yes,no,no,one year,no,electronic check,89.0,5898.6,no,48+,88.03880597014926,89.0
5275-pmfut,male,0,yes,yes,72,no,no phone service,dsl,yes,yes,yes,yes,yes,yes,two year,yes,credit card (automatic),64.8,4719.75,no,48+,64.6541095890411,64.8
4795-uxvcj,male,0,no,no,26,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,credit card (automatic),19.8,457.3,no,24-48,16.937037037037037,19.8
9777-iqhwp,male,0,yes,yes,64,yes,yes,fiber optic,yes,no,yes,no,no,yes,two year,no,bank transfer (automatic),93.4,5822.3,no,48+,89.57384615384616,93.4
0947-mugvo,male,1,yes,no,20,yes,no,fiber optic,no,yes,no,no,no,no,month-to-month,yes,electronic check,73.65,1463.5,yes,12-24,69.69047619047619,73.65
9944-hkvvb,female,0,no,no,3,yes,no,fiber optic,no,yes,no,no,yes,yes,month-to-month,yes,electronic check,95.1,307.4,yes,0-6,76.85,95.1
4124-mmetb,male,0,no,no,22,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,credit card (automatic),94.65,2104.55,yes,12-24,91.50217391304349,94.65
3671-shrsp,male,0,yes,no,4,yes,no,fiber optic,no,no,yes,yes,no,no,month-to-month,yes,mailed check,80.6,319.15,yes,0-6,63.83,80.6
0979-mozqi,male,0,yes,no,62,no,no phone service,dsl,no,no,no,yes,yes,no,two year,yes,bank transfer (automatic),39.0,2337.45,no,48+,37.10238095238095,39.0
2732-isezx,female,0,no,no,5,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed check,20.5,104.3,no,0-6,17.383333333333333,20.5
3313-qknkb,male,0,yes,no,59,yes,yes,fiber optic,no,no,no,no,no,yes,one year,no,electronic check,85.55,5084.65,yes,48+,84.74416666666666,85.55
0323-xwwtn,male,0,no,yes,3,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,mailed check,26.4,121.25,no,0-6,30.3125,26.4
1937-otuky,female,0,yes,no,72,yes,yes,fiber optic,yes,no,yes,yes,yes,no,two year,yes,bank transfer (automatic),98.2,7015.9,no,48+,96.10821917808218,98.2
1573-lgxba,male,0,yes,yes,57,yes,no,fiber optic,no,yes,yes,no,yes,yes,one year,yes,credit card (automatic),97.55,5598.0,no,48+,96.51724137931035,97.55
1764-vuumt,male,0,no,yes,66,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),19.95,1269.1,no,48+,18.941791044776117,19.95
5073-wxoyn,female,0,no,no,60,no,no phone service,dsl,no,yes,no,no,yes,yes,month-to-month,yes,electronic check,50.8,3027.4,yes,48+,49.62950819672131,50.8
4713-zburt,male,0,no,yes,45,yes,yes,fiber optic,no,no,yes,no,yes,yes,two year,no,bank transfer (automatic),99.7,4634.35,no,24-48,100.74673913043479,99.7
3050-gbush,female,0,no,no,3,no,no phone service,dsl,no,no,no,no,yes,no,month-to-month,yes,credit card (automatic),34.8,113.95,no,0-6,28.4875,34.8
0207-mdknv,female,0,no,no,15,yes,no,fiber optic,yes,no,yes,yes,yes,yes,month-to-month,no,electronic check,105.1,1582.75,yes,12-24,98.921875,105.1
7876-aehig,female,0,no,yes,51,no,no phone service,dsl,yes,no,yes,yes,yes,yes,one year,no,bank transfer (automatic),60.15,3077.0,no,48+,59.17307692307692,60.15
7945-hlkea,female,0,no,no,60,yes,yes,dsl,yes,no,yes,yes,no,no,one year,no,electronic check,64.75,4039.5,no,48+,66.22131147540983,64.75
9342-vnimq,male,0,no,no,33,yes,yes,dsl,no,yes,no,no,no,no,month-to-month,yes,bank transfer (automatic),54.65,1665.2,no,24-48,48.976470588235294,54.65
9851-kielu,male,0,no,no,10,yes,no,fiber optic,yes,yes,yes,yes,yes,yes,month-to-month,yes,electronic check,110.1,1043.3,yes,6-12,94.84545454545454,110.1
3523-brguw,male,1,no,no,26,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,credit card (automatic),19.3,504.2,no,24-48,18.674074074074074,19.3
3908-blsyf,female,0,no,no,6,yes,no,fiber optic,no,no,yes,no,no,yes,month-to-month,no,electronic check,83.9,497.55,yes,0-6,71.07857142857144,83.9
3199-npkcn,female,0,yes,no,67,yes,yes,fiber optic,yes,no,yes,yes,yes,yes,one year,yes,electronic check,111.25,7511.65,no,48+,110.46544117647058,111.25
5170-ptrka,female,0,yes,yes,49,no,no phone service,dsl,yes,no,no,yes,no,no,one year,yes,credit card (automatic),35.8,1782.0,no,48+,35.64,35.8
4661-njeux,male,0,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed check,20.05,20.05,no,0-6,10.025,20.05
2123-ageen,female,1,no,no,7,yes,no,fiber optic,no,no,yes,no,yes,no,month-to-month,yes,electronic check,84.35,609.65,no,6-12,76.20625,84.35
1258-ymznm,female,1,no,no,27,yes,yes,fiber optic,yes,yes,yes,no,yes,yes,one year,yes,bank transfer (automatic),110.5,2857.6,no,24-48,102.05714285714285,110.5
0048-lumls,male,0,yes,yes,37,yes,no,fiber optic,no,no,no,no,yes,yes,one year,no,credit card (automatic),91.2,3247.55,no,24-48,85.46184210526316,91.2
7549-mygpk,female,0,yes,yes,63,yes,yes,fiber optic,yes,yes,yes,no,yes,no,month-to-month,yes,electronic check,100.55,6215.35,yes,48+,97.11484375,100.55
5898-igslp,male,0,yes,yes,31,yes,yes,fiber optic,yes,no,yes,yes,no,no,month-to-month,no,electronic check,89.3,2823.0,no,24-48,88.21875,89.3
3804-rvtgv,male,0,yes,yes,50,yes,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,yes,bank transfer (automatic),103.85,5017.9,yes,48+,98.39019607843136,103.85
6259-wjqlc,male,1,no,no,32,yes,yes,fiber optic,no,no,yes,no,no,no,month-to-month,yes,credit card (automatic),81.1,2619.25,no,24-48,79.37121212121212,81.1
9227-lunbg,female,0,no,no,1,no,no phone service,dsl,no,no,no,no,no,no,month-to-month,no,electronic check,24.6,24.6,yes,0-6,12.3,24.6
7997-eassd,female,0,yes,no,63,yes,yes,fiber optic,no,no,no,yes,no,no,one year,yes,credit card (automatic),81.2,4965.1,no,48+,77.5796875,81.2
0730-koave,male,0,no,no,30,yes,yes,fiber optic,yes,yes,no,no,no,yes,month-to-month,yes,credit card (automatic),94.3,2679.7,no,24-48,86.44193548387096,94.3
8975-skgrx,male,0,yes,no,71,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,yes,bank transfer (automatic),116.1,8310.55,no,48+,115.42430555555555,116.1
0678-rlhvp,female,0,no,no,53,yes,yes,fiber optic,no,yes,yes,no,yes,yes,two year,no,electronic check,105.55,5682.25,no,48+,105.22685185185185,105.55
4315-murbd,female,0,no,no,12,yes,no,fiber optic,yes,no,no,yes,yes,yes,month-to-month,yes,bank transfer (automatic),98.9,1120.95,yes,6-12,86.22692307692309,98.9
2267-fpima,male,0,yes,no,50,yes,yes,fiber optic,yes,yes,no,no,no,yes,month-to-month,yes,credit card (automatic),94.4,4914.9,no,48+,96.37058823529411,94.4
1051-gejlj,female,0,no,no,2,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,19.5,27.55,no,0-6,9.183333333333334,19.5
9734-ywgex,female,0,no,no,9,yes,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,no,credit card (automatic),98.3,923.5,yes,6-12,92.35,98.3
2719-bdaqo,male,0,no,no,17,yes,no,fiber optic,yes,no,no,no,yes,yes,month-to-month,no,electronic check,93.85,1625.65,yes,12-24,90.3138888888889,93.85
5285-mvehd,female,0,yes,no,56,yes,no,fiber optic,yes,yes,yes,no,yes,yes,one year,yes,credit card (automatic),105.6,6068.65,no,48+,106.46754385964911,105.6
0379-djqhr,male,0,yes,yes,67,yes,no,dsl,yes,yes,yes,no,yes,yes,two year,no,credit card (automatic),81.35,5398.6,no,48+,79.39117647058823,81.35
0781-lkxbr,male,1,no,no,9,yes,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,yes,electronic check,100.5,918.6,yes,6-12,91.86,100.5
5543-qdcry,male,0,no,no,4,yes,no,dsl,no,no,no,no,yes,no,month-to-month,yes,electronic check,56.4,234.85,no,0-6,46.97,56.4
0297-rbcsg,male,0,no,no,19,yes,no,dsl,no,yes,no,yes,no,yes,one year,yes,bank transfer (automatic),65.35,1231.85,no,12-24,61.592499999999994,65.35
4694-phwfw,female,0,no,yes,8,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,19.95,170.9,no,6-12,18.98888888888889,19.95
0835-jkadz,female,0,no,no,71,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,two year,yes,electronic check,111.25,7984.15,no,48+,110.89097222222222,111.25
1907-ubqfc,male,1,no,no,10,yes,no,fiber optic,no,yes,no,no,no,no,month-to-month,yes,electronic check,72.85,688.65,yes,6-12,62.60454545454545,72.85
7508-smhxl,female,1,no,no,15,yes,yes,fiber optic,no,yes,no,no,yes,no,month-to-month,no,credit card (automatic),89.0,1288.3,no,12-24,80.51875,89.0
3865-yiott,male,0,yes,yes,72,yes,yes,fiber optic,yes,no,yes,no,yes,yes,one year,yes,bank transfer (automatic),106.1,7848.5,no,48+,107.51369863013699,106.1
5993-bqhea,male,0,no,no,12,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,credit card (automatic),20.05,267.0,no,6-12,20.53846153846154,20.05
