customerid,gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges,churn
8405-igqfx,female,0,no,no,63,yes,no,fiber optic,no,no,yes,yes,yes,no,one year,yes,credit card (automatic),90.05,5817.0,no
8224-ivvpa,female,0,no,no,27,yes,no,dsl,yes,yes,no,no,no,no,month-to-month,yes,mailed check,56.7,1652.95,no
9477-lgwqi,male,0,yes,yes,70,yes,no,dsl,yes,yes,yes,no,yes,yes,two year,yes,credit card (automatic),80.15,5600.15,no
1410-rscmr,male,0,yes,yes,7,yes,no,dsl,yes,no,yes,yes,no,yes,month-to-month,yes,credit card (automatic),71.35,515.75,no
3115-czmzd,male,0,no,yes,0,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,20.25,1426.4,no
0139-ivfjg,female,0,yes,no,2,yes,no,fiber optic,yes,yes,no,no,yes,no,month-to-month,no,electronic check,90.35,190.5,no
6683-vlctz,male,1,no,no,20,yes,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,yes,electronic check,98.55,1842.8,yes
5730-dbdsi,male,0,no,no,66,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,bank transfer (automatic),19.7,1253.8,no
0030-fnxpp,female,0,no,no,3,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,19.85,57.2,no
2189-wwoew,female,0,no,yes,15,yes,no,fiber optic,no,yes,no,no,no,yes,month-to-month,yes,bank transfer (automatic),85.9,1269.55,yes
5684-fjvyr,female,0,yes,yes,72,yes,yes,fiber optic,yes,yes,no,yes,no,no,two year,yes,bank transfer (automatic),90.35,6563.4,no
4013-guxnd,male,0,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,20.8,20.8,no
1894-igfsg,female,0,no,no,22,yes,no,fiber optic,no,no,no,no,yes,yes,month-to-month,no,electronic check,89.25,1907.85,yes
7379-pokdz,male,0,yes,no,3,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,70.3,208.85,yes
1266-nzyui,female,0,yes,yes,72,yes,yes,dsl,yes,no,yes,yes,no,no,two year,no,bank transfer (automatic),66.85,4758.8,no
7969-ffowg,male,0,yes,yes,65,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,19.9,1292.6,no
4718-dhsmv,female,0,no,no,11,no,no phone service,dsl,no,no,no,no,yes,no,month-to-month,yes,mailed check,35.8,363.15,no
5175-wlyxl,male,0,no,no,22,yes,yes,fiber optic,no,yes,no,no,no,no,month-to-month,yes,mailed check,78.85,1600.25,no
7817-omjna,male,0,no,no,14,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,bank transfer (automatic),20.4,275.7,no
8728-skjlr,male,0,no,no,41,yes,no,fiber optic,no,no,no,yes,no,no,month-to-month,yes,electronic check,74.25,3089.1,no
3137-nyqqi,male,0,yes,no,17,yes,no,dsl,yes,yes,no,no,no,yes,one year,no,mailed check,64.8,1175.6,no
7706-dznkk,male,0,no,no,11,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,credit card (automatic),20.45,237.3,no
0236-hfwsv,male,0,no,no,15,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,93.35,1444.65,yes
3900-aqphz,female,0,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,19.9,19.9,yes
5842-pocop,female,0,yes,no,5,yes,no,fiber optic,yes,no,yes,no,no,yes,month-to-month,yes,mailed check,88.9,454.15,yes
2037-xjfup,male,0,yes,no,33,yes,no,fiber optic,no,no,yes,no,yes,yes,one year,yes,electronic check,95.8,3036.75,yes
8823-rlpwl,female,0,yes,no,72,yes,yes,fiber optic,yes,yes,yes,no,yes,yes,two year,yes,credit card (automatic),110.65,8065.65,no
9505-sqfsw,female,0,yes,yes,3,no,no phone service,dsl,no,yes,no,no,no,yes,month-to-month,no,mailed check,40.3,92.5,no
7314-oxenn,male,0,no,no,2,yes,yes,fiber optic,no,yes,no,no,no,no,month-to-month,yes,electronic check,82.0,184.65,yes
3758-ckoql,female,0,yes,no,59,yes,yes,fiber optic,yes,yes,yes,yes,no,yes,one year,yes,credit card (automatic),107.0,6152.3,no
0322-chqru,male,0,no,no,2,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,electronic check,45.35,89.5,yes
5676-cflyy,male,0,yes,yes,71,yes,no,dsl,no,yes,no,yes,yes,yes,two year,yes,credit card (automatic),73.35,5154.5,no
7521-afhab,female,0,yes,yes,5,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,mailed check,44.8,220.45,no
0285-inhln,male,0,yes,yes,27,yes,no,dsl,yes,yes,no,no,no,no,month-to-month,yes,credit card (automatic),54.75,1510.3,no
4678-dvqeo,female,0,no,no,1,yes,no,dsl,no,no,no,yes,no,no,month-to-month,yes,electronic check,52.2,52.2,yes
5125-cndsp,male,0,no,yes,63,no,no phone service,dsl,yes,yes,no,yes,no,no,one year,yes,bank transfer (automatic),40.6,2588.95,no
0691-ifbqw,female,1,no,no,46,yes,yes,fiber optic,yes,yes,yes,no,yes,yes,one year,yes,electronic check,110.0,4874.8,yes
4992-ltjne,male,0,yes,yes,72,yes,yes,dsl,yes,no,no,no,no,no,two year,no,bank transfer (automatic),55.3,3983.6,no
2202-outmo,female,0,yes,no,34,yes,yes,dsl,yes,no,no,yes,no,no,month-to-month,yes,bank transfer (automatic),60.85,2003.6,no
0810-bdhaw,female,0,yes,yes,24,yes,yes,dsl,yes,yes,no,no,yes,yes,one year,no,electronic check,78.4,1832.4,no
0229-lfjaf,male,0,no,no,72,yes,yes,dsl,yes,yes,yes,yes,no,no,two year,no,bank transfer (automatic),69.65,4908.25,no
7131-zqznk,female,0,yes,yes,60,no,no phone service,dsl,yes,no,yes,yes,yes,yes,two year,no,credit card (automatic),59.85,3590.2,no
3442-zhhcc,male,0,no,no,68,yes,yes,dsl,yes,yes,yes,no,no,yes,one year,yes,credit card (automatic),76.9,5023.0,no
5726-cvnya,female,0,yes,yes,8,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,mailed check,19.85,146.6,no
9871-eleya,female,0,no,yes,34,yes,no,dsl,yes,no,yes,yes,yes,no,two year,no,credit card (automatic),67.65,2339.3,no
4257-gaesd,female,0,no,no,6,no,no phone service,dsl,no,no,no,no,yes,yes,month-to-month,no,credit card (automatic),45.0,298.7,no
5173-wxoqv,male,0,yes,no,2,yes,no,dsl,no,yes,no,yes,no,yes,month-to-month,yes,mailed check,64.2,143.65,no
2040-obmlj,male,0,no,no,31,yes,yes,fiber optic,no,no,no,yes,no,no,one year,no,credit card (automatic),81.7,2548.65,no
6286-zhaok,female,0,yes,yes,20,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,bank transfer (automatic),25.55,507.4,no
3807-xhcjh,female,0,yes,yes,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,electronic check,20.0,20.0,no
3009-jwmpu,male,0,no,no,62,yes,yes,fiber optic,no,no,yes,no,yes,yes,one year,yes,electronic check,96.75,6125.4,yes
5671-rqrlp,female,1,yes,no,70,yes,yes,fiber optic,no,no,no,no,no,no,two year,yes,credit card (automatic),75.65,5411.4,no
1450-galxr,female,0,no,no,10,yes,yes,fiber optic,no,no,no,yes,yes,yes,month-to-month,yes,electronic check,98.5,1058.25,yes
8859-axjzp,male,0,yes,yes,39,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,mailed check,23.8,903.8,no
3174-akmas,female,0,yes,no,46,yes,no,dsl,no,yes,no,yes,yes,no,two year,yes,credit card (automatic),64.2,3009.5,no
3138-bkyav,male,0,no,no,6,yes,no,fiber optic,no,yes,no,no,yes,no,month-to-month,yes,electronic check,85.35,489.45,yes
9926-pjhdq,female,0,yes,yes,72,yes,yes,dsl,no,no,yes,no,yes,yes,two year,yes,bank transfer (automatic),76.8,5468.45,no
7382-dfjtu,male,0,no,no,18,yes,no,dsl,no,no,yes,yes,no,no,month-to-month,no,credit card (automatic),55.2,1058.1,no
2798-nylmz,male,0,yes,no,71,yes,yes,fiber optic,yes,no,yes,yes,yes,yes,two year,yes,credit card (automatic),108.55,7616.0,no
4289-dtdkw,male,0,yes,no,40,yes,yes,fiber optic,no,yes,no,no,yes,yes,month-to-month,yes,electronic check,101.3,4113.1,yes
1820-tqvev,male,0,no,no,1,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,69.55,69.55,yes
2239-jalaw,male,0,no,no,58,yes,yes,fiber optic,no,yes,yes,no,yes,yes,one year,yes,bank transfer (automatic),103.25,6017.65,yes
4853-rulsv,male,0,no,no,70,yes,yes,fiber optic,yes,no,no,yes,yes,yes,two year,yes,credit card (automatic),104.0,7250.15,yes
8098-tdcbu,female,0,yes,no,42,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,electronic check,25.25,1108.2,no
3551-gaegl,male,0,yes,yes,34,no,no phone service,dsl,yes,no,no,no,no,no,one year,no,bank transfer (automatic),30.4,938.65,no
4785-nkhcx,male,1,no,no,5,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,bank transfer (automatic),20.05,94.15,no
3196-nvxlz,female,0,no,no,25,yes,yes,fiber optic,no,no,no,no,yes,no,month-to-month,yes,mailed check,84.6,2088.05,no
6275-yduvo,female,0,no,no,2,yes,no,fiber optic,no,no,yes,no,no,yes,month-to-month,yes,mailed check,86.2,178.7,yes
0036-ihmot,female,0,yes,yes,55,yes,no,fiber optic,no,yes,yes,yes,yes,yes,one year,yes,bank transfer (automatic),103.7,5656.75,no
0115-tfert,male,0,yes,no,21,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,month-to-month,yes,electronic check,111.2,2317.1,yes
4178-egmon,male,0,yes,no,70,yes,yes,fiber optic,yes,yes,no,yes,no,no,two year,yes,credit card (automatic),88.0,5986.45,no
4220-tinqt,female,0,yes,no,61,yes,yes,fiber optic,no,no,yes,yes,yes,yes,month-to-month,yes,electronic check,106.35,6751.35,no
5318-ykdpv,male,0,yes,yes,43,yes,no,dsl,yes,no,yes,yes,yes,yes,two year,yes,credit card (automatic),79.15,3566.6,no
7975-tzmlr,male,0,no,no,47,yes,yes,fiber optic,no,yes,yes,no,yes,yes,one year,yes,electronic check,103.1,4889.3,no
0295-qvkpb,male,0,no,no,5,yes,no,dsl,no,no,yes,yes,yes,no,month-to-month,yes,credit card (automatic),63.95,318.1,no
4335-bsmjs,female,0,no,no,62,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,credit card (automatic),25.8,1563.95,no
2311-qymuq,female,0,yes,yes,16,yes,no,fiber optic,no,yes,yes,no,yes,no,month-to-month,yes,credit card (automatic),89.45,1430.25,yes
3643-ahcfp,male,1,yes,no,7,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,bank transfer (automatic),95.6,644.35,yes
9146-jriox,female,0,yes,yes,14,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,25.55,372.45,no
3104-owcgk,male,0,yes,yes,60,yes,no,fiber optic,no,yes,yes,no,yes,no,one year,no,electronic check,90.95,5453.4,yes
5337-iiwkz,male,0,yes,yes,34,no,no phone service,dsl,no,no,yes,yes,yes,no,month-to-month,yes,electronic check,44.85,1442.6,no
9101-bwfss,female,0,yes,no,50,yes,yes,fiber optic,yes,yes,no,yes,yes,yes,one year,no,electronic check,108.55,5610.7,yes
9650-vbuog,male,0,yes,yes,38,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),25.05,963.95,no
3487-earat,female,0,yes,yes,70,yes,no,dsl,yes,yes,yes,yes,no,yes,one year,no,credit card (automatic),74.1,5222.3,no
2672-tgeff,female,0,yes,yes,37,yes,yes,fiber optic,no,yes,no,no,yes,no,month-to-month,yes,electronic check,88.8,3340.55,no
9231-zjyam,female,1,no,no,4,yes,no,fiber optic,no,no,no,no,yes,no,month-to-month,yes,electronic check,78.85,292.8,yes
4250-waroz,male,1,yes,yes,60,yes,yes,fiber optic,yes,yes,no,no,no,yes,month-to-month,yes,electronic check,93.25,5774.55,no
8184-wmofi,male,0,yes,yes,62,yes,no,dsl,yes,no,yes,yes,no,yes,one year,no,credit card (automatic),71.4,4487.3,no
6982-sshfk,male,0,no,no,1,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,mailed check,44.4,44.4,yes
6092-qzvpp,male,0,no,no,36,yes,no,dsl,yes,no,yes,yes,yes,yes,month-to-month,yes,credit card (automatic),79.2,2854.95,no
4625-lamob,male,0,no,no,44,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),20.4,905.55,no
0727-bmplr,female,1,no,no,55,yes,yes,fiber optic,no,no,yes,no,yes,yes,one year,yes,electronic check,100.0,5509.3,yes
0392-bziuw,female,0,yes,no,72,yes,yes,fiber optic,yes,no,yes,no,yes,yes,two year,yes,credit card (automatic),105.0,7589.8,no
1038-zagbi,female,0,yes,yes,12,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,bank transfer (automatic),19.8,229.6,yes
6549-nndyt,female,0,no,no,13,no,no phone service,dsl,yes,no,no,no,no,no,month-to-month,yes,bank transfer (automatic),30.85,394.1,no
3027-ztdho,male,0,no,no,1,yes,no,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,89.9,89.9,yes
0422-ohqhq,female,0,yes,yes,15,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,20.55,295.95,no
6916-hijse,female,0,no,no,65,yes,no,dsl,yes,yes,yes,yes,yes,yes,two year,yes,bank transfer (automatic),84.85,5459.2,no
2316-esmls,female,0,yes,yes,12,no,no phone service,dsl,yes,no,no,yes,no,no,one year,no,credit card (automatic),33.15,444.75,no
9778-ogkqz,male,0,yes,no,72,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,yes,credit card (automatic),92.0,6782.15,no
7408-ofwxj,female,0,yes,yes,72,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,no,credit card (automatic),89.8,6510.45,no
6007-tctst,female,0,yes,yes,72,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,yes,bank transfer (automatic),115.8,8476.5,no
2252-nknsi,male,0,no,yes,52,yes,yes,dsl,yes,yes,no,yes,yes,yes,two year,yes,mailed check,85.15,4461.85,no
8713-igzso,male,0,no,no,2,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,24.85,62.0,no
7905-tvxta,female,0,no,no,5,yes,no,dsl,yes,no,no,yes,yes,no,month-to-month,yes,electronic check,64.35,352.65,no
7695-pklcz,female,0,no,no,68,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),20.5,1424.9,no
2382-bckqj,female,0,no,yes,62,yes,yes,fiber optic,no,no,yes,no,yes,yes,one year,yes,electronic check,100.15,6413.65,yes
8374-uulrv,male,0,no,no,72,yes,yes,dsl,yes,yes,no,yes,yes,yes,two year,no,credit card (automatic),86.05,6309.65,no
2207-nhrjk,male,0,no,no,1,yes,no,dsl,no,yes,no,no,no,no,month-to-month,no,electronic check,50.8,50.8,yes
3224-dfqnq,female,0,yes,no,66,yes,yes,fiber optic,yes,yes,no,yes,no,no,one year,no,electronic check,89.0,5898.6,no
5275-pmfut,male,0,yes,yes,72,no,no phone service,dsl,yes,yes,yes,yes,yes,yes,two year,yes,credit card (automatic),64.8,4719.75,no
4795-uxvcj,male,0,no,no,26,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,credit card (automatic),19.8,457.3,no
9777-iqhwp,male,0,yes,yes,64,yes,yes,fiber optic,yes,no,yes,no,no,yes,two year,no,bank transfer (automatic),93.4,5822.3,no
0947-mugvo,male,1,yes,no,20,yes,no,fiber optic,no,yes,no,no,no,no,month-to-month,yes,electronic check,73.65,1463.5,yes
9944-hkvvb,female,0,no,no,3,yes,no,fiber optic,no,yes,no,no,yes,yes,month-to-month,yes,electronic check,95.1,307.4,yes
4124-mmetb,male,0,no,no,22,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,credit card (automatic),94.65,2104.55,yes
3671-shrsp,male,0,yes,no,4,yes,no,fiber optic,no,no,yes,yes,no,no,month-to-month,yes,mailed check,80.6,319.15,yes
0979-mozqi,male,0,yes,no,62,no,no phone service,dsl,no,no,no,yes,yes,no,two year,yes,bank transfer (automatic),39.0,2337.45,no
2732-isezx,female,0,no,no,5,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed check,20.5,104.3,no
3313-qknkb,male,0,yes,no,59,yes,yes,fiber optic,no,no,no,no,no,yes,one year,no,electronic check,85.55,5084.65,yes
0323-xwwtn,male,0,no,yes,3,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,mailed check,26.4,121.25,no
1937-otuky,female,0,yes,no,72,yes,yes,fiber optic,yes,no,yes,yes,yes,no,two year,yes,bank transfer (automatic),98.2,7015.9,no
1573-lgxba,male,0,yes,yes,57,yes,no,fiber optic,no,yes,yes,no,yes,yes,one year,yes,credit card (automatic),97.55,5598.0,no
1764-vuumt,male,0,no,yes,66,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),19.95,1269.1,no
5073-wxoyn,female,0,no,no,60,no,no phone service,dsl,no,yes,no,no,yes,yes,month-to-month,yes,electronic check,50.8,3027.4,yes
4713-zburt,male,0,no,yes,45,yes,yes,fiber optic,no,no,yes,no,yes,yes,two year,no,bank transfer (automatic),99.7,4634.35,no
3050-gbush,female,0,no,no,3,no,no phone service,dsl,no,no,no,no,yes,no,month-to-month,yes,credit card (automatic),34.8,113.95,no
0207-mdknv,female,0,no,no,15,yes,no,fiber optic,yes,no,yes,yes,yes,yes,month-to-month,no,electronic check,105.1,1582.75,yes
7876-aehig,female,0,no,yes,51,no,no phone service,dsl,yes,no,yes,yes,yes,yes,one year,no,bank transfer (automatic),60.15,3077.0,no
7945-hlkea,female,0,no,no,60,yes,yes,dsl,yes,no,yes,yes,no,no,one year,no,electronic check,64.75,4039.5,no
9342-vnimq,male,0,no,no,33,yes,yes,dsl,no,yes,no,no,no,no,month-to-month,yes,bank transfer (automatic),54.65,1665.2,no
9851-kielu,male,0,no,no,10,yes,no,fiber optic,yes,yes,yes,yes,yes,yes,month-to-month,yes,electronic check,110.1,1043.3,yes
3523-brguw,male,1,no,no,26,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,credit card (automatic),19.3,504.2,no
3908-blsyf,female,0,no,no,6,yes,no,fiber optic,no,no,yes,no,no,yes,month-to-month,no,electronic check,83.9,497.55,yes
3199-npkcn,female,0,yes,no,67,yes,yes,fiber optic,yes,no,yes,yes,yes,yes,one year,yes,electronic check,111.25,7511.65,no
5170-ptrka,female,0,yes,yes,49,no,no phone service,dsl,yes,no,no,yes,no,no,one year,yes,credit card (automatic),35.8,1782.0,no
4661-njeux,male,0,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed check,20.05,20.05,no
2123-ageen,female,1,no,no,7,yes,no,fiber optic,no,no,yes,no,yes,no,month-to-month,yes,electronic check,84.35,609.65,no
1258-ymznm,female,1,no,no,27,yes,yes,fiber optic,yes,yes,yes,no,yes,yes,one year,yes,bank transfer (automatic),110.5,2857.6,no
0048-lumls,male,0,yes,yes,37,yes,no,fiber optic,no,no,no,no,yes,yes,one year,no,credit card (automatic),91.2,3247.55,no
7549-mygpk,female,0,yes,yes,63,yes,yes,fiber optic,yes,yes,yes,no,yes,no,month-to-month,yes,electronic check,100.55,6215.35,yes
5898-igslp,male,0,yes,yes,31,yes,yes,fiber optic,yes,no,yes,yes,no,no,month-to-month,no,electronic check,89.3,2823.0,no
3804-rvtgv,male,0,yes,yes,50,yes,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,yes,bank transfer (automatic),103.85,5017.9,yes
6259-wjqlc,male,1,no,no,32,yes,yes,fiber optic,no,no,yes,no,no,no,month-to-month,yes,credit card (automatic),81.1,2619.25,no
9227-lunbg,female,0,no,no,1,no,no phone service,dsl,no,no,no,no,no,no,month-to-month,no,electronic check,24.6,24.6,yes
7997-eassd,female,0,yes,no,63,yes,yes,fiber optic,no,no,no,yes,no,no,one year,yes,credit card (automatic),81.2,4965.1,no
0730-koave,male,0,no,no,30,yes,yes,fiber optic,yes,yes,no,no,no,yes,month-to-month,yes,credit card (automatic),94.3,2679.7,no
8975-skgrx,male,0,yes,no,71,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,yes,bank transfer (automatic),116.1,8310.55,no
0678-rlhvp,female,0,no,no,53,yes,yes,fiber optic,no,yes,yes,no,yes,yes,two year,no,electronic check,105.55,5682.25,no
4315-murbd,female,0,no,no,12,yes,no,fiber optic,yes,no,no,yes,yes,yes,month-to-month,yes,bank transfer (automatic),98.9,1120.95,yes
2267-fpima,male,0,yes,no,50,yes,yes,fiber optic,yes,yes,no,no,no,yes,month-to-month,yes,credit card (automatic),94.4,4914.9,no
1051-gejlj,female,0,no,no,2,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,19.5,27.55,no
9734-ywgex,female,0,no,no,9,yes,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,no,credit card (automatic),98.3,923.5,yes
2719-bdaqo,male,0,no,no,17,yes,no,fiber optic,yes,no,no,no,yes,yes,month-to-month,no,electronic check,93.85,1625.65,yes
5285-mvehd,female,0,yes,no,56,yes,no,fiber optic,yes,yes,yes,no,yes,yes,one year,yes,credit card (automatic),105.6,6068.65,no
0379-djqhr,male,0,yes,yes,67,yes,no,dsl,yes,yes,yes,no,yes,yes,two year,no,credit card (automatic),81.35,5398.6,no
0781-lkxbr,male,1,no,no,9,yes,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,yes,electronic check,100.5,918.6,yes
5543-qdcry,male,0,no,no,4,yes,no,dsl,no,no,no,no,yes,no,month-to-month,yes,electronic check,56.4,234.85,no
0297-rbcsg,male,0,no,no,19,yes,no,dsl,no,yes,no,yes,no,yes,one year,yes,bank transfer (automatic),65.35,1231.85,no
4694-phwfw,female,0,no,yes,8,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,19.95,170.9,no
0835-jkadz,female,0,no,no,71,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,two year,yes,electronic check,111.25,7984.15,no
1907-ubqfc,male,1,no,no,10,yes,no,fiber optic,no,yes,no,no,no,no,month-to-month,yes,electronic check,72.85,688.65,yes
7508-smhxl,female,1,no,no,15,yes,yes,fiber optic,no,yes,no,no,yes,no,month-to-month,no,credit card (automatic),89.0,1288.3,no
3865-yiott,male,0,yes,yes,72,yes,yes,fiber optic,yes,no,yes,no,yes,yes,one year,yes,bank transfer (automatic),106.1,7848.5,no
5993-bqhea,male,0,no,no,12,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,credit card (automatic),20.05,267.0,no
6024-ruggh,male,0,yes,yes,72,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,bank transfer (automatic),25.2,1798.9,no
6513-eecdb,male,1,yes,no,1,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,73.55,73.55,yes
3956-cjust,female,1,no,no,23,yes,no,fiber optic,yes,no,no,no,no,no,month-to-month,yes,bank transfer (automatic),75.4,1643.55,no
4079-wwqqq,male,0,no,no,72,no,no phone service,dsl,yes,yes,yes,yes,yes,yes,two year,yes,bank transfer (automatic),65.55,4807.45,no
6103-bocou,female,0,no,no,26,yes,yes,fiber optic,no,no,yes,no,no,no,month-to-month,yes,electronic check,80.7,2193.0,no
5149-tgwdz,female,0,no,no,21,yes,no,fiber optic,no,yes,yes,yes,yes,yes,one year,yes,mailed check,104.55,2239.4,no
7471-wnsuf,male,0,yes,no,60,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,bank transfer (automatic),24.15,1505.9,no
8942-dbmhz,male,0,no,no,12,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,20.45,255.35,no
4301-vvzka,male,0,yes,no,16,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,75.4,1189.4,no
9199-pwqvc,female,0,yes,no,63,yes,yes,dsl,yes,yes,no,no,yes,yes,one year,yes,credit card (automatic),79.7,4786.15,no
4824-gucby,female,1,no,no,22,yes,no,fiber optic,yes,yes,no,no,no,no,month-to-month,no,electronic check,81.7,1820.9,no
5393-hjzsm,female,0,yes,yes,32,yes,no,dsl,yes,yes,yes,yes,no,yes,month-to-month,no,bank transfer (automatic),76.3,2404.15,no
7074-ievoj,female,1,no,no,3,yes,yes,fiber optic,no,yes,no,no,no,no,month-to-month,yes,electronic check,79.4,205.05,yes
9625-qstye,female,0,no,no,13,yes,no,fiber optic,no,yes,yes,no,no,no,month-to-month,yes,electronic check,81.15,952.3,yes
0862-prcbs,female,0,yes,yes,68,yes,yes,fiber optic,no,yes,no,yes,yes,yes,two year,yes,credit card (automatic),103.75,7039.45,no
8812-zrhfp,female,0,yes,yes,30,yes,no,fiber optic,no,no,yes,no,no,yes,one year,no,electronic check,86.45,2538.05,no
5146-cbvoe,female,0,no,no,16,yes,no,fiber optic,no,yes,no,no,no,no,month-to-month,no,bank transfer (automatic),75.1,1212.85,no
0454-okrct,male,0,no,no,33,yes,no,fiber optic,no,yes,no,yes,no,no,two year,no,bank transfer (automatic),80.6,2651.1,no
5787-kxgiy,male,0,yes,no,72,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),19.3,1304.8,no
4750-zrxiu,female,1,no,no,4,yes,yes,fiber optic,no,no,no,no,no,yes,month-to-month,yes,electronic check,84.6,360.1,yes
4198-vfoea,female,0,no,no,12,no,no phone service,dsl,yes,no,no,yes,no,no,one year,yes,mailed check,33.6,435.45,no
6630-ujzmy,female,1,yes,no,4,yes,yes,fiber optic,no,no,no,no,yes,no,month-to-month,yes,electronic check,83.25,308.05,no
5709-lvoeq,female,0,yes,yes,0,yes,no,dsl,yes,yes,yes,no,yes,yes,two year,no,mailed check,80.85,1426.4,no
6400-bwqkw,female,0,no,no,6,yes,yes,fiber optic,yes,no,no,no,no,no,month-to-month,yes,electronic check,79.05,434.5,yes
2692-aqcpf,female,0,yes,no,65,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,one year,yes,credit card (automatic),108.05,7118.9,no
0347-ubkuz,female,0,no,no,15,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,19.9,320.45,no
0835-duuiq,female,0,no,yes,24,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,bank transfer (automatic),21.05,531.55,no
0811-gsdtp,female,0,no,yes,13,no,no phone service,dsl,no,yes,no,no,no,no,month-to-month,no,electronic check,30.15,382.2,no
